--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
| Usuário    |TMv|Cen.|Dep.|Material  |Texto breve material                    |Tp.aval. |Lote      |Elemento PEP      |Doc.mat.  |Data lçto.| Quantidade|Pedido    |Referência      |Texto cab.documento      | Nºreser.|DiagRede  |  Montante MI| 
| F30B       |Y21|2096|F1UB|11.013.984|Manilha curva NBR 13545 gr 10 CMT 150t  |USADO    |USADO     |                  |4904199543|07.01.2026|         1 |          |002935098-1     |GEM SADI 138/2025        |         |          |        0,00 |
| DQ8K       |Y22|2096|FBEL|11.043.945|Manilha-rolete                          |A RECUPER|A RECUPER |                  |4904234871|09.01.2026|         1-|          |                |                         |         |          |        0,00 |
| DQ8K       |Y22|2096|M029|11.043.945|Manilha-rolete                          |A RECUPER|A RECUPER |                  |4904234871|09.01.2026|         1 |          |                |                         |         |          |        0,00 |
| DQ8K       |Y21|2096|M029|11.043.945|Manilha-rolete                          |A RECUPER|A RECUPER |                  |4904234873|09.01.2026|         1-|          |002935950-1     |                         |         |          |        0,00 |
| DQ8K       |Y21|2096|FBEL|11.043.945|Manilha-rolete                          |A RECUPER|A RECUPER |                  |4904234873|09.01.2026|         1 |          |002935950-1     |                         |         |          |        0,00 |
| G25D       |Y21|2096|FBEL|11.043.945|Manilha-rolete                          |A RECUPER|A RECUPER |                  |4904236032|09.01.2026|         1 |          |002935948-1     |                         |         |          |        0,00 |
| G25D       |Y21|2096|M029|11.043.945|Manilha-rolete                          |A RECUPER|A RECUPER |                  |4904236032|09.01.2026|         1-|          |002935948-1     |                         |         |          |        0,00 |
| M2A0       |202|2096|M029|11.043.945|Manilha-rolete                          |A RECUPER|A RECUPER |                  |4904207645|07.01.2026|         1 |          |                |                         |         |          |       20,48 |
| CYPQ       |261|2096|FBEL|11.043.945|Manilha-rolete                          |A RECUPER|A RECUPER |                  |4904122516|02.01.2026|         1-|          |NFBR002928795   |                         |127365777|          |       20,48-|
| CYPQ       |261|2096|FBEL|11.043.945|Manilha-rolete                          |A RECUPER|A RECUPER |                  |4904124392|02.01.2026|         1-|          |NFBR002928802   |                         |127365597|          |       20,48-|
| CYPQ       |101|2096|FBEL|11.043.945|Manilha-rolete                          |USADO    |USADO     |                  |5043290066|02.01.2026|         1 |          |NFBR002928795   |                         |         |          |   18.127,49 |
| CYPQ       |101|2096|FBEL|11.043.945|Manilha-rolete                          |USADO    |USADO     |                  |5043291103|02.01.2026|         1 |          |NFBR002928802   |                         |         |          |   18.127,49 |
| FB4Q       |311|2096|0777|11.068.821|Cab.d/tração 4 1/16" 5 Ksi SWL 80 ton   |USADO    |USADO     |                  |4904248980|10.01.2026|         1 |          |2841735-896     |BAVIT SKNI 09/2025       |         |          |        0,00 |
| FB4Q       |311|2096|F1VB|11.068.821|Cab.d/tração 4 1/16" 5 Ksi SWL 80 ton   |USADO    |USADO     |                  |4904248980|10.01.2026|         1-|          |2841735-896     |BAVIT SKNI 09/2025       |         |          |        0,00 |
| M2A0       |301|2096|M029|11.071.705|Elo desmont. tp LLC 120mm               |USADO    |USADO     |                  |4904200823|07.01.2026|         2 |          |                |                         |         |          |        0,00 |
| M2A0       |301|2096|M093|11.071.705|Elo desmont. tp LLC 120mm               |USADO    |USADO     |                  |4904200823|07.01.2026|         2-|          |                |                         |         |          |        0,00 |
| M2A0       |551|2096|M029|11.071.705|Elo desmont. tp LLC 120mm               |A RECUPER|A RECUPER |                  |4904161696|05.01.2026|         1-|          |FICHA 753933    |                         |         |          |        1,00-|
| M2A0       |551|2096|M029|11.071.705|Elo desmont. tp LLC 120mm               |A RECUPER|A RECUPER |                  |4904157506|05.01.2026|         1-|          |FICHA 753867    |                         |         |          |        1,00-|
| M2A0       |343|2096|M029|11.071.705|Elo desmont. tp LLC 120mm               |A RECUPER|A RECUPER |                  |4904161692|05.01.2026|         1 |          |FICHA 753933    |                         |         |          |        0,00 |
| M2A0       |343|2096|M029|11.071.705|Elo desmont. tp LLC 120mm               |A RECUPER|A RECUPER |                  |4904161692|05.01.2026|         1-|          |FICHA 753933    |                         |         |          |        0,00 |
| M2A0       |343|2096|M029|11.071.705|Elo desmont. tp LLC 120mm               |A RECUPER|A RECUPER |                  |4904157504|05.01.2026|         1 |          |FICHA 753867    |                         |         |          |        0,00 |
| M2A0       |343|2096|M029|11.071.705|Elo desmont. tp LLC 120mm               |A RECUPER|A RECUPER |                  |4904157504|05.01.2026|         1-|          |FICHA 753867    |                         |         |          |        0,00 |
| BM3L       |101|2096|    |11.088.880|Abraçadeira reparo DN 22" 2200PSI       |CONS/IAMN|          |                  |5043314460|06.01.2026|         2 |4514856039|141929-001      |                         |         |          |4.398.207,65 |
| C60Q       |Y21|2096|F1VB|11.104.779|Adap. flg DF 7 1/16" 17SS 5K 4 1/16" 17S|USADO    |USADO     |                  |4904125813|02.01.2026|         1-|          |002933936-1     |RENOVAÇÃO                |         |          |        0,00 |
| C60Q       |Y21|2096|F1VB|11.104.779|Adap. flg DF 7 1/16" 17SS 5K 4 1/16" 17S|USADO    |USADO     |                  |4904125813|02.01.2026|         1 |          |002933936-1     |RENOVAÇÃO                |         |          |        0,00 |
| FB4Q       |862|2096|0777|11.108.281|Paraf. est. sub. 1"-8 x8"               |USADO    |USADO     |                  |4904151614|05.01.2026|         8-|4514920280|002934367-1     |                         |         |          |        3,38-|
| FB4Q       |862|2096|0777|11.119.260|Cabeça d/tração p/ueh (SWL)= 50 ton Diâm|USADO    |USADO     |                  |4904151612|05.01.2026|         1-|4514923332|002934365-1     |                         |         |          |        1,00-|
| DD3L       |202|2096|0777|11.131.403|Cab.d/tração 7 1/16" 10 Ksi SWL 340 ton |USADO    |USADO     |                  |4904248853|10.01.2026|         1 |          |                |RENOV 131473 / 196803    |         |          |        0,06 |
| DD3L       |Y21|2096|M0BE|11.131.403|Cab.d/tração 7 1/16" 10 Ksi SWL 340 ton |USADO    |USADO     |                  |4904248854|10.01.2026|         1 |          |002936243-1     |RENOV 131473 / 196803    |         |          |        0,00 |
| DD3L       |Y21|2096|0777|11.131.403|Cab.d/tração 7 1/16" 10 Ksi SWL 340 ton |USADO    |USADO     |                  |4904248854|10.01.2026|         1-|          |002936243-1     |RENOV 131473 / 196803    |         |          |        0,00 |
| DELM       |Y21|2096|F1VB|11.131.403|Cab.d/tração 7 1/16" 10 Ksi SWL 340 ton |USADO    |USADO     |                  |4904168436|05.01.2026|         1 |          |002934587-1     |BAVIT GEM SATO-07-144/25 |         |          |        0,00 |
| DELM       |Y21|2096|0777|11.131.403|Cab.d/tração 7 1/16" 10 Ksi SWL 340 ton |USADO    |USADO     |                  |4904168436|05.01.2026|         1-|          |002934587-1     |BAVIT GEM SATO-07-144/25 |         |          |        0,00 |
| DELM       |202|2096|0777|11.131.403|Cab.d/tração 7 1/16" 10 Ksi SWL 340 ton |USADO    |USADO     |                  |4904168435|05.01.2026|         1 |          |                |BAVIT GEM SATO-07-144/25 |         |          |        0,06 |
| AXVX       |X01|2914|0017|11.133.457|Colar susp. p/linha flex Brasflex       |A RECUPER|A RECUPER |                  |4904113386|02.01.2026|         2-|          |0084176322      |                         |         |          |        0,00 |
| GB0X       |551|2914|A017|11.133.457|Colar susp. p/linha flex Brasflex       |A RECUPER|A RECUPER |                  |4904128309|02.01.2026|         2-|          |8024989830      |PEA0259035_123           |         |          |        2,00-|
| AXVX       |X01|2914|A017|11.133.457|Colar susp. p/linha flex Brasflex       |A RECUPER|A RECUPER |                  |4904113386|02.01.2026|         2 |          |0084176322      |                         |         |          |        0,00 |
| R7YE       |201|2929|0777|11.170.162|Abraçad. reg. paraf sem-fim AISI 304 22 |USADO    |USADO     |                  |4904178044|06.01.2026|         6-|          |000003228-1     |XPE0103432               |         |          |        1,80-|
| R7YE       |311|2929|0777|11.170.162|Abraçad. reg. paraf sem-fim AISI 304 22 |USADO    |USADO     |                  |4904178042|06.01.2026|         6 |          |000003228-1     |XPE0103432               |         |          |        0,00 |
| R7YE       |311|2929|M0UB|11.170.162|Abraçad. reg. paraf sem-fim AISI 304 22 |USADO    |USADO     |                  |4904178042|06.01.2026|         6-|          |000003228-1     |XPE0103432               |         |          |        0,00 |
| F30B       |Y21|2929|M0UB|11.170.162|Abraçad. reg. paraf sem-fim AISI 304 22 |USADO    |USADO     |                  |4904123968|02.01.2026|         8 |          |000003572-1     |GEM BAÇU SKOL 174/2025   |         |          |        0,00 |
| F30B       |Y21|2929|0777|11.170.162|Abraçad. reg. paraf sem-fim AISI 304 22 |USADO    |USADO     |                  |4904123968|02.01.2026|         8-|          |000003572-1     |GEM BAÇU SKOL 174/2025   |         |          |        0,00 |
| G19H       |411|2096|A003|11.170.563|Extr parafuso int. manual               |CONS/NAC |CONS/NAC  |                  |4904118184|02.01.2026|         1-|          |0084184745      |                         |         |          |      148,16-|
| G19H       |411|2096|A003|11.170.563|Extr parafuso int. manual               |CONS/NAC |CONS/NAC  |IN-3A17-21-055-4  |4904118184|02.01.2026|         1 |          |0084184745      |                         |         |          |      148,16 |
| DUB7       |551|2096|A003|11.170.563|Extr parafuso int. manual               |CONS/NAC |CONS/NAC  |                  |4904120832|02.01.2026|         1-|          |8024988331      |PEA0259035_132           |         |          |      148,16-|
| M2A0       |551|2096|M029|11.174.241|Manilha curva RR-C-271 gr 8S            |A RECUPER|A RECUPER |                  |4904157506|05.01.2026|         4-|          |FICHA 753867    |                         |         |          |        0,16-|
| M2A0       |343|2096|M029|11.174.241|Manilha curva RR-C-271 gr 8S            |A RECUPER|A RECUPER |                  |4904157504|05.01.2026|         4 |          |FICHA 753867    |                         |         |          |        0,00 |
| M2A0       |343|2096|M029|11.174.241|Manilha curva RR-C-271 gr 8S            |A RECUPER|A RECUPER |                  |4904157504|05.01.2026|         4-|          |FICHA 753867    |                         |         |          |        0,00 |
| FR59       |201|2929|M0UB|11.214.454|Cabeça d/tração p/ueh (SWL)= 77,1ton    |USADO    |USADO     |                  |4904226618|08.01.2026|         1-|          |942-PBXPB       |BAÇU SSUN 09/2025        |         |          |        1,00-|
| FXUF       |301|2096|M029|11.216.164|Manilha-rolete                          |USADO    |USADO     |                  |4904219736|08.01.2026|         2-|          |                |                         |         |          |    3.175,80-|
| FXUF       |301|2914|M029|11.216.164|Manilha-rolete                          |USADO    |USADO     |                  |4904219736|08.01.2026|         2 |          |                |                         |         |          |    3.175,80 |
| DELM       |202|2096|0777|11.223.789|Cab.d/tração 7 1/16" 10 Ksi SWL 400 ton |USADO    |USADO     |                  |4904168435|05.01.2026|         3 |          |                |BAVIT GEM SATO-07-144/25 |         |          |        0,76 |
| DELM       |Y21|2096|0777|11.223.789|Cab.d/tração 7 1/16" 10 Ksi SWL 400 ton |USADO    |USADO     |                  |4904168436|05.01.2026|         3-|          |002934587-1     |BAVIT GEM SATO-07-144/25 |         |          |        0,00 |
| DELM       |Y21|2096|F1VB|11.223.789|Cab.d/tração 7 1/16" 10 Ksi SWL 400 ton |USADO    |USADO     |                  |4904168436|05.01.2026|         3 |          |002934587-1     |BAVIT GEM SATO-07-144/25 |         |          |        0,00 |
| FR59       |201|2929|M0UB|11.244.524|Cabeça d/tração p/ueh (SWL)= 100 ton    |USADO    |USADO     |                  |4904226619|08.01.2026|         1-|          |921-PBXPB       |BAÇU SSUN 09/2025        |         |          |        1,00-|
| G58N       |311|2914|0017|11.246.304|Cabeça d/tração p/ueh (SWL)= 66,69 ton  |USADO    |USADO     |                  |4904177069|06.01.2026|         2-|          |8024996827      |                         |127915406|          |        0,00 |
| G58N       |311|2914|M077|11.246.304|Cabeça d/tração p/ueh (SWL)= 66,69 ton  |USADO    |USADO     |                  |4904177069|06.01.2026|         2 |          |8024996827      |                         |127915406|          |        0,00 |
| G25D       |Y21|2096|M029|11.250.242|Manilha curva NBR 13545 gr 8S CMT 120t  |A RECUPER|A RECUPER |                  |4904235863|09.01.2026|         1-|          |002935943-1     |                         |         |          |        0,00 |
| G25D       |Y22|2096|FBEL|11.250.242|Manilha curva NBR 13545 gr 8S CMT 120t  |A RECUPER|A RECUPER |                  |4904235861|09.01.2026|         1-|          |                |                         |         |          |        0,00 |
| G25D       |Y22|2096|M029|11.250.242|Manilha curva NBR 13545 gr 8S CMT 120t  |A RECUPER|A RECUPER |                  |4904235861|09.01.2026|         1 |          |                |                         |         |          |        0,00 |
| G25D       |Y21|2096|FBEL|11.250.242|Manilha curva NBR 13545 gr 8S CMT 120t  |A RECUPER|A RECUPER |                  |4904235863|09.01.2026|         1 |          |002935943-1     |                         |         |          |        0,00 |
| SYL1       |Y21|2096|F1VB|11.250.242|Manilha curva NBR 13545 gr 8S CMT 120t  |USADO    |USADO     |                  |4904218867|08.01.2026|         2 |          |002935550-1     |2700887/818              |         |          |        0,00 |
| SYL1       |Y21|2096|F1VB|11.250.242|Manilha curva NBR 13545 gr 8S CMT 120t  |USADO    |USADO     |                  |4904218867|08.01.2026|         2-|          |002935550-1     |2700887/818              |         |          |        0,00 |
| DQ8K       |Y21|2096|M029|11.250.242|Manilha curva NBR 13545 gr 8S CMT 120t  |A RECUPER|A RECUPER |                  |4904204703|07.01.2026|         3-|          |                |                         |         |          |        0,00 |
| DQ8K       |Y21|2096|FBEL|11.250.242|Manilha curva NBR 13545 gr 8S CMT 120t  |A RECUPER|A RECUPER |                  |4904204703|07.01.2026|         3 |          |                |                         |         |          |        0,00 |
| XB5K       |201|2096|F1VB|11.250.242|Manilha curva NBR 13545 gr 8S CMT 120t  |USADO    |USADO     |                  |4904204897|07.01.2026|         1-|          |2794116-871     |BAVIT SKAU 01/2026       |         |          |    1.113,77-|
| DQ8K       |Y21|2096|M029|11.250.242|Manilha curva NBR 13545 gr 8S CMT 120t  |A RECUPER|A RECUPER |                  |4904204904|07.01.2026|         3-|          |                |                         |         |          |        0,00 |
| DQ8K       |Y21|2096|FBEL|11.250.242|Manilha curva NBR 13545 gr 8S CMT 120t  |A RECUPER|A RECUPER |                  |4904204904|07.01.2026|         3 |          |                |                         |         |          |        0,00 |
| FB4Q       |201|2096|F1UB|11.250.242|Manilha curva NBR 13545 gr 8S CMT 120t  |USADO    |USADO     |                  |4904206519|07.01.2026|         1-|          |2891080-5907    |BAÇU SARU 08 2025        |         |          |    1.113,77-|
| M2A0       |202|2096|M029|11.250.242|Manilha curva NBR 13545 gr 8S CMT 120t  |A RECUPER|A RECUPER |                  |4904207645|07.01.2026|         2 |          |                |                         |         |          |        0,22 |
| XB5K       |201|2096|F1VB|11.250.242|Manilha curva NBR 13545 gr 8S CMT 120t  |USADO    |USADO     |                  |4904202729|07.01.2026|         1-|          |2794116-871     |BAVIT SKAU 01/2026       |         |          |    1.113,77-|
| M2A0       |202|2096|M029|11.250.242|Manilha curva NBR 13545 gr 8S CMT 120t  |A RECUPER|A RECUPER |                  |4904208344|07.01.2026|         1 |          |                |                         |         |          |        0,11 |
| M2A0       |201|2096|M029|11.250.242|Manilha curva NBR 13545 gr 8S CMT 120t  |A RECUPER|A RECUPER |                  |4904208343|07.01.2026|         2-|          |                |                         |         |          |        0,22-|
| L1SG       |281|2096|M001|11.250.242|Manilha curva NBR 13545 gr 8S CMT 120t  |USADO    |USADO     |                  |4904187259|06.01.2026|         1-|          |                |                         |         |1001455154|    1.162,05-|
| M2A0       |202|2096|M029|11.250.242|Manilha curva NBR 13545 gr 8S CMT 120t  |A RECUPER|A RECUPER |                  |4904155446|05.01.2026|         6 |          |                |                         |         |          |        0,66 |
| DELM       |Y21|2096|F1VB|11.250.242|Manilha curva NBR 13545 gr 8S CMT 120t  |USADO    |USADO     |                  |4904168434|05.01.2026|         2 |          |002934576-1     |BAVIT GEM SATO-07-144/25 |         |          |        0,00 |
| DELM       |Y21|2096|0777|11.250.242|Manilha curva NBR 13545 gr 8S CMT 120t  |USADO    |USADO     |                  |4904168434|05.01.2026|         2-|          |002934576-1     |BAVIT GEM SATO-07-144/25 |         |          |        0,00 |
| DELM       |202|2096|0777|11.250.242|Manilha curva NBR 13545 gr 8S CMT 120t  |USADO    |USADO     |                  |4904168430|05.01.2026|         2 |          |                |BAVIT GEM SATO-07-144/25 |         |          |    2.324,09 |
| M2A0       |343|2096|M029|11.250.243|Manilha curva NBR 13545 gr 8S CMT 175t  |A RECUPER|A RECUPER |                  |4904160489|05.01.2026|         1-|          |FICHA  753916   |                         |         |          |        0,00 |
| M2A0       |343|2096|M029|11.250.243|Manilha curva NBR 13545 gr 8S CMT 175t  |A RECUPER|A RECUPER |                  |4904160489|05.01.2026|         1 |          |FICHA  753916   |                         |         |          |        0,00 |
| M2A0       |551|2096|M029|11.250.243|Manilha curva NBR 13545 gr 8S CMT 175t  |A RECUPER|A RECUPER |                  |4904160553|05.01.2026|         1-|          |FICHA  753916   |                         |         |          |        0,01-|
| F30B       |Y21|2096|0777|11.259.171|Cab.d/tração 9" 5 Ksi SWL 40 ton        |USADO    |USADO     |                  |4904160670|05.01.2026|         1-|          |002934469-1     |                         |         |          |        0,00 |
| F30B       |Y21|2096|F1UB|11.259.171|Cab.d/tração 9" 5 Ksi SWL 40 ton        |USADO    |USADO     |                  |4904160670|05.01.2026|         1 |          |002934469-1     |                         |         |          |        0,00 |
| F30B       |Y21|2096|0777|11.259.171|Cab.d/tração 9" 5 Ksi SWL 40 ton        |USADO    |USADO     |                  |4904160670|05.01.2026|         1-|          |002934469-1     |                         |         |          |        0,00 |
| F30B       |Y21|2096|F1UB|11.259.171|Cab.d/tração 9" 5 Ksi SWL 40 ton        |USADO    |USADO     |                  |4904160670|05.01.2026|         1 |          |002934469-1     |                         |         |          |        0,00 |
| G2UC       |311|2914|M077|11.259.286|Cabeça d/tração p/ueh (SWL)= 110 ton    |USADO    |USADO     |                  |4904177398|06.01.2026|         2 |          |8024997473      |                         |127915406|          |        0,00 |
| G2UC       |311|2914|0017|11.259.286|Cabeça d/tração p/ueh (SWL)= 110 ton    |USADO    |USADO     |                  |4904177398|06.01.2026|         2-|          |8024997473      |                         |127915406|          |        0,00 |
| DELM       |Y21|2096|F1VB|11.318.597|Cab.d/tração 7 1/16" 10 Ksi SWL 400 ton |USADO    |USADO     |                  |4904168436|05.01.2026|         1 |          |002934587-1     |BAVIT GEM SATO-07-144/25 |         |          |        0,00 |
| DELM       |Y21|2096|0777|11.318.597|Cab.d/tração 7 1/16" 10 Ksi SWL 400 ton |USADO    |USADO     |                  |4904168436|05.01.2026|         1-|          |002934587-1     |BAVIT GEM SATO-07-144/25 |         |          |        0,00 |
| DELM       |202|2096|0777|11.318.597|Cab.d/tração 7 1/16" 10 Ksi SWL 400 ton |USADO    |USADO     |                  |4904168435|05.01.2026|         1 |          |                |BAVIT GEM SATO-07-144/25 |         |          |        0,02 |
| FB4Q       |311|2096|F1VB|11.325.676|Cab.d/tração 7 1/16" 5 Ksi SWL 40 ton   |USADO    |USADO     |                  |4904248982|10.01.2026|         1-|          |2820401-898     |BAVIT SKNI 09/2025       |         |          |        0,00 |
| FB4Q       |311|2096|0777|11.325.676|Cab.d/tração 7 1/16" 5 Ksi SWL 40 ton   |USADO    |USADO     |                  |4904248982|10.01.2026|         1 |          |2820401-898     |BAVIT SKNI 09/2025       |         |          |        0,00 |
| DELM       |202|2096|0777|11.326.432|Cab.d/tração 9" 10 Ksi SWL 40 ton       |USADO    |USADO     |                  |4904229869|08.01.2026|         1 |          |                |BAÇU SATO 040/24         |         |          |        0,01 |
| DELM       |Y21|2096|0777|11.326.432|Cab.d/tração 9" 10 Ksi SWL 40 ton       |USADO    |USADO     |                  |4904230092|08.01.2026|         1-|          |002935806-1     |BAÇU SATO 040/24         |         |          |        0,00 |
| DELM       |Y21|2096|F1UB|11.326.432|Cab.d/tração 9" 10 Ksi SWL 40 ton       |USADO    |USADO     |                  |4904230092|08.01.2026|         1 |          |002935806-1     |BAÇU SATO 040/24         |         |          |        0,00 |
| F30B       |Y21|2096|0777|11.343.441|Adesivo anaer. p/vedação bng 50g        |USADO    |USADO     |                  |4904220294|08.01.2026|     0,750 |          |                |GEM 174/2025             |         |          |        0,00 |
| R7YE       |311|2096|0777|11.343.441|Adesivo anaer. p/vedação bng 50g        |CONS/NAC |CONS/NAC  |                  |4904218756|08.01.2026|     0,750 |          |002933972-1     |GEM BAÇU SKOL 174/2025   |         |          |        0,00 |
| R7YE       |311|2096|F1UB|11.343.441|Adesivo anaer. p/vedação bng 50g        |CONS/NAC |CONS/NAC  |                  |4904218756|08.01.2026|     0,750-|          |002933972-1     |GEM BAÇU SKOL 174/2025   |         |          |        0,00 |
| F30B       |Y21|2096|0777|11.343.441|Adesivo anaer. p/vedação bng 50g        |USADO    |USADO     |                  |4904220294|08.01.2026|     0,750-|          |                |GEM 174/2025             |         |          |        0,00 |
| F30B       |Y22|2096|0777|11.343.441|Adesivo anaer. p/vedação bng 50g        |USADO    |USADO     |                  |4904220725|08.01.2026|     0,750 |          |                |GEM 174/2025             |         |          |        0,00 |
| F30B       |Y22|2096|0777|11.343.441|Adesivo anaer. p/vedação bng 50g        |USADO    |USADO     |                  |4904220725|08.01.2026|     0,750-|          |                |GEM 174/2025             |         |          |        0,00 |
| F30B       |Y21|2096|F1UB|11.343.441|Adesivo anaer. p/vedação bng 50g        |USADO    |USADO     |                  |4904221064|08.01.2026|     0,750 |          |002935618-1     |GEM 174/2025             |         |          |        0,00 |
| F30B       |Y21|2096|0777|11.343.441|Adesivo anaer. p/vedação bng 50g        |USADO    |USADO     |                  |4904221064|08.01.2026|     0,750-|          |002935618-1     |GEM 174/2025             |         |          |        0,00 |
| F30B       |202|2096|0777|11.343.441|Adesivo anaer. p/vedação bng 50g        |USADO    |USADO     |                  |4904220196|08.01.2026|     0,750 |          |XPE0106949      |GEM 174/2025             |         |          |        0,75 |
| R7YE       |201|2096|0777|11.343.441|Adesivo anaer. p/vedação bng 50g        |CONS/NAC |CONS/NAC  |                  |4904218757|06.01.2026|     0,750-|          |XPE0106949      |GEM BAÇU SKOL 174/2025   |         |          |    1.574,85-|
| F30B       |Y21|2096|F1UB|11.343.441|Adesivo anaer. p/vedação bng 50g        |CONS/NAC |CONS/NAC  |                  |4904127755|02.01.2026|     0,750 |          |002933972-1     |GEM BAÇU SKOL 174/2025   |         |          |        0,00 |
| F30B       |Y21|2096|0777|11.343.441|Adesivo anaer. p/vedação bng 50g        |CONS/NAC |CONS/NAC  |                  |4904127755|02.01.2026|     0,750-|          |002933972-1     |GEM BAÇU SKOL 174/2025   |         |          |        0,00 |
| DMSD       |Y21|2096|M001|11.413.159|Linga cabo de aço 13mm x 2m 4,3t        |CONS/NAC |CONS/NAC  |                  |4904123919|02.01.2026|         1-|          |002933928-1     |                         |127844042|          |        0,00 |
| DMSD       |Y21|2096|F4OC|11.413.159|Linga cabo de aço 13mm x 2m 4,3t        |CONS/NAC |CONS/NAC  |                  |4904123919|02.01.2026|         1 |          |002933928-1     |                         |127844042|          |        0,00 |
| DELM       |202|2096|0777|11.440.234|Cab.d/tração 7 1/16" 10 Ksi SWL 35 ton  |USADO    |USADO     |                  |4904162975|05.01.2026|         2 |          |                |BAVIT GEM SATO-07-144/25 |         |          |        0,64 |
| DELM       |Y21|2096|0777|11.440.234|Cab.d/tração 7 1/16" 10 Ksi SWL 35 ton  |USADO    |USADO     |                  |4904162976|05.01.2026|         2-|          |002934517-1     |BAVIT GEM SATO-07-144/25 |         |          |        0,00 |
| DELM       |Y21|2096|F1VB|11.440.234|Cab.d/tração 7 1/16" 10 Ksi SWL 35 ton  |USADO    |USADO     |                  |4904162976|05.01.2026|         2 |          |002934517-1     |BAVIT GEM SATO-07-144/25 |         |          |        0,00 |
| C60Q       |Y21|2096|FGRN|11.445.118|Cab.d/tração 7 1/16" 5 Ksi SWL 250 ton  |USADO    |USADO     |                  |4904182243|06.01.2026|         1 |          |002934787-1     |BANOV GRAN 05/2025       |         |          |        0,00 |
| C60Q       |Y21|2096|0777|11.445.118|Cab.d/tração 7 1/16" 5 Ksi SWL 250 ton  |USADO    |USADO     |                  |4904182243|06.01.2026|         1-|          |002934787-1     |BANOV GRAN 05/2025       |         |          |        0,00 |
| C60Q       |311|2096|0777|11.445.118|Cab.d/tração 7 1/16" 5 Ksi SWL 250 ton  |USADO    |USADO     |                  |4904181529|06.01.2026|         1 |          |                |BANOV GRAN 05/2025       |         |          |        0,00 |
| DELM       |Y21|2096|0777|11.445.118|Cab.d/tração 7 1/16" 5 Ksi SWL 250 ton  |USADO    |USADO     |                  |4904185951|06.01.2026|         1-|          |002934885-1     |NFPB:2677221-NFNV:24133  |         |          |        0,00 |
| DELM       |Y21|2096|M0NV|11.445.118|Cab.d/tração 7 1/16" 5 Ksi SWL 250 ton  |USADO    |USADO     |                  |4904185951|06.01.2026|         1 |          |002934885-1     |NFPB:2677221-NFNV:24133  |         |          |        0,00 |
| C60Q       |311|2096|M0NV|11.445.118|Cab.d/tração 7 1/16" 5 Ksi SWL 250 ton  |USADO    |USADO     |                  |4904181529|06.01.2026|         1-|          |                |BANOV GRAN 05/2025       |         |          |        0,00 |
| DELM       |202|2096|0777|11.450.168|Manilha curva NBR 13545 gr 10 CMT 400t  |USADO    |USADO     |                  |4904168435|05.01.2026|         1 |          |                |BAVIT GEM SATO-07-144/25 |         |          |        0,22 |
| DELM       |Y21|2096|F1VB|11.450.168|Manilha curva NBR 13545 gr 10 CMT 400t  |USADO    |USADO     |                  |4904168436|05.01.2026|         1 |          |002934587-1     |BAVIT GEM SATO-07-144/25 |         |          |        0,00 |
| DELM       |Y21|2096|0777|11.450.168|Manilha curva NBR 13545 gr 10 CMT 400t  |USADO    |USADO     |                  |4904168436|05.01.2026|         1-|          |002934587-1     |BAVIT GEM SATO-07-144/25 |         |          |        0,00 |
| SYL1       |311|2929|M0UB|11.450.168|Manilha curva NBR 13545 gr 10 CMT 400t  |USADO    |USADO     |                  |4904198995|07.01.2026|         1-|          |NF 3225         |SKOL 085/2025 ESTORNO AF |         |          |        0,00 |
| SYL1       |311|2929|0777|11.450.168|Manilha curva NBR 13545 gr 10 CMT 400t  |USADO    |USADO     |                  |4904198995|07.01.2026|         1 |          |NF 3225         |SKOL 085/2025 ESTORNO AF |         |          |        0,00 |
| R7YE       |311|2929|M0UB|11.450.168|Manilha curva NBR 13545 gr 10 CMT 400t  |USADO    |USADO     |                  |4904178045|06.01.2026|         1-|          |000003225-1     |XPE0103013               |         |          |        0,00 |
| R7YE       |201|2929|0777|11.450.168|Manilha curva NBR 13545 gr 10 CMT 400t  |USADO    |USADO     |                  |4904178046|06.01.2026|         1-|          |000003225-1     |XPE0103013               |         |          |        1,00-|
| R7YE       |201|2929|0777|11.450.168|Manilha curva NBR 13545 gr 10 CMT 400t  |USADO    |USADO     |                  |4904178044|06.01.2026|         1-|          |000003228-1     |XPE0103432               |         |          |        1,00-|
| R7YE       |311|2929|M0UB|11.450.168|Manilha curva NBR 13545 gr 10 CMT 400t  |USADO    |USADO     |                  |4904178042|06.01.2026|         1-|          |000003228-1     |XPE0103432               |         |          |        0,00 |
| R7YE       |311|2929|0777|11.450.168|Manilha curva NBR 13545 gr 10 CMT 400t  |USADO    |USADO     |                  |4904178042|06.01.2026|         1 |          |000003228-1     |XPE0103432               |         |          |        0,00 |
| R7YE       |311|2929|0777|11.450.168|Manilha curva NBR 13545 gr 10 CMT 400t  |USADO    |USADO     |                  |4904178045|06.01.2026|         1 |          |000003225-1     |XPE0103013               |         |          |        0,00 |
| DELM       |202|2096|0777|11.453.220|Anel de carga DN 115mm 400t             |USADO    |USADO     |                  |4904168435|05.01.2026|         1 |          |                |BAVIT GEM SATO-07-144/25 |         |          |        0,32 |
| DELM       |Y21|2096|0777|11.453.220|Anel de carga DN 115mm 400t             |USADO    |USADO     |                  |4904168436|05.01.2026|         1-|          |002934587-1     |BAVIT GEM SATO-07-144/25 |         |          |        0,00 |
